date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:50	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%22673344b8-38c%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/112/et-core-unified-112.min.css?ver=1731413176	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/112/et-core-unified-112.minf06a.css	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:51	13419/13419	---MCZ	200	added ('OK')	text/css	etag:W/%22673344b8-346b%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/112/et-core-unified-tb-193-tb-43-deferred-112.min.css?ver=1731413176	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/112/et-core-unified-tb-193-tb-43-deferred-112.minf06a.css	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:53	6537/6537	---MCZ	200	added ('OK')	text/css	etag:W/%226734e33f-1989%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/99/et-divi-dynamic-tb-193-tb-43-99.css?ver=1731519295	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/99/et-divi-dynamic-tb-193-tb-43-99a50a.css	(from https://epicunicorn.wpenginepowered.com/mergers-acquisitions/)
18:35:54	37438/37438	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:54%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/wp/v2/pages/99	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/wp/v2/pages/99.json	(from https://epicunicorn.wpenginepowered.com/mergers-acquisitions/)
18:35:55	2277/2277	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:55%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Fmergers-acquisitions%2F	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embed8bf4.json	(from https://epicunicorn.wpenginepowered.com/mergers-acquisitions/)
18:35:56	2434/2434	---MCZ	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202024%2017:35:56%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Fmergers-acquisitions%2F&format=xml	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embed3ddd	(from https://epicunicorn.wpenginepowered.com/mergers-acquisitions/)
18:35:57	368422/368422	---M--	200	added ('OK')	image/png	etag:%226707d85d-6a4e4%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Influencer-Power-page-1-image.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Influencer-Power-page-1-image.png	(from https://epicunicorn.wpenginepowered.com/influencer-power/)
18:35:57	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%226734e33f-38c%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/99/et-core-unified-99.min.css?ver=1731519295	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/99/et-core-unified-99.mina50a.css	(from https://epicunicorn.wpenginepowered.com/mergers-acquisitions/)
18:35:58	6537/6537	---MCZ	200	added ('OK')	text/css	etag:W/%22673344b0-1989%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/214/et-divi-dynamic-tb-193-tb-43-214.css?ver=1731413168	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/214/et-divi-dynamic-tb-193-tb-43-21482eb.css	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:35:59	16788/16788	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:35:59%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/wp/v2/pages/214	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/wp/v2/pages/214.json	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:36:00	2279/2279	---MCZ	200	added ('OK')	application/json	date:Wed,%2013%20Nov%202024%2017:36:00%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Fpioneering-ai-revolution%2F	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embedc3f9.json	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:36:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202024%2017:35:56%20GMT	https://epicunicorn.wpenginepowered.com/?p=99	/home/unknown/Documents/Programming/ChrisScrape/archive/index5401.html	(from https://epicunicorn.wpenginepowered.com/mergers-acquisitions/)
18:36:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2013%20Nov%202024%2017:36:01%20GMT	https://epicunicorn.wpenginepowered.com/?p=214	/home/unknown/Documents/Programming/ChrisScrape/archive/indexba1b.html	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:36:01	2436/2436	---MCZ	200	added ('OK')	text/xml	date:Wed,%2013%20Nov%202024%2017:36:01%20GMT	https://epicunicorn.wpenginepowered.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fepicunicorn.wpenginepowered.com%2Fpioneering-ai-revolution%2F&format=xml	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-json/oembed/1.0/embed7b9a	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:36:02	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%22673344b0-38c%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/214/et-core-unified-214.min.css?ver=1731413168	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/214/et-core-unified-214.min82eb.css	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:36:03	2852/2852	---MCZ	200	added ('OK')	text/css	etag:W/%22673344b0-b24%22	https://epicunicorn.wpenginepowered.com/wp-content/et-cache/214/et-core-unified-tb-193-tb-43-deferred-214.min.css?ver=1731413168	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/et-cache/214/et-core-unified-tb-193-tb-43-deferred-214.min82eb.css	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
18:36:04	72193/72193	---M--	200	added ('OK')	image/png	etag:%22670a4d88-14eea%22	https://epicunicorn.wpenginepowered.com/wp-content/uploads/2024/10/Pioneering-the-AI-Revolution-on-Instagram-1.png	/home/unknown/Documents/Programming/ChrisScrape/archive/wp-content/uploads/2024/10/Pioneering-the-AI-Revolution-on-Instagram-1.png	(from https://epicunicorn.wpenginepowered.com/pioneering-ai-revolution/)
